id,name,shipping_city_id
4698,Parigi,332
4699,Sidamulih,332
5217,Babakancikao,376
5218,Bojong,376
5219,Bungursari,376
5220,Campaka,376
5221,Cibatu,376
5222,Darangdan,376
5223,Jatiluhur,376
5224,Kiarapedes,376
5225,Maniis,376
5226,Pasawahan,376
5227,Plered,376
5228,Pondoksalam,376
5229,Purwakarta,376
5230,Sukasari,376
5231,Sukatani,376
5232,Tegal Waru,376
5233,Wanayasa,376
5883,Binong,428
5884,Blanakan,428
5885,Ciasem,428
5886,Ciater,428
5887,Cibogo,428
5888,Cijambe,428
5889,Cikaum,428
5890,Cipeundeuy,428
5891,Cipunagara,428
5892,Cisalak,428
5893,Compreng,428
5894,Dawuan,428
5895,Jalancagak,428
5896,Kalijati,428
5897,Kasomalang,428
5898,Legonkulon,428
5899,Pabuaran,428
5900,Pagaden,428
5901,Pagaden Barat,428
5902,Pamanukan,428
5903,Patokbeusi,428
5904,Purwadadi,428
5905,Pusakajaya,428
5906,Pusakanagara,428
5907,Sagalaherang,428
5908,Serangpanjang,428
5909,Subang,428
5910,Sukasari,428
5911,Tambakdahan,428
5912,Tanjungsiang,428
5918,Bantargadung,430
5919,Bojong Genteng,430
5920,Caringin,430
5921,Ciambar,430
5922,Cibadak,430
5923,Cibitung,430
5924,Cicantayan,430
5925,Cicurug,430
5926,Cidadap,430
5927,Cidahu,430
5928,Cidolog,430
5929,Ciemas,430
5930,Cikakak,430
5931,Cikembar,430
5932,Cikidang,430
5933,Cimanggu,430
5934,Ciracap,430
5935,Cireunghas,430
5936,Cisaat,430
5937,Cisolok,430
5938,Curugkembar,430
5939,Geger Bitung,430
5940,Gunung Guruh,430
5941,Jampang Kulon,430
5942,Jampang Tengah,430
5943,Kabandungan,430
5944,Kadudampit,430
5945,Kalapa Nunggal,430
5946,Kali Bunder,430
5947,Kebonpedes,430
5948,Lengkong,430
5949,Nagrak,430
5950,Nyalindung,430
5951,Pabuaran,430
5952,Parakan Salak,430
5953,Parung Kuda,430
5954,Pelabuhan/Palabuhan Ratu,430
5955,Purabaya,430
5956,Sagaranten,430
5957,Simpenan,430
5958,Sukabumi,430
5959,Sukalarang,430
5960,Sukaraja,430
5961,Surade,430
5962,Tegal Buleud,430
5963,Waluran,430
5964,Warung Kiara,430
5965,Baros,431
5966,Cibeureum,431
5967,Cikole,431
5968,Citamiang,431
5969,Gunung Puyuh,431
5970,Lembursitu,431
5971,Warudoyong,431
6065,Buahdua,440
6066,Cibugel,440
6067,Cimalaka,440
6068,Cimanggung,440
6069,Cisarua,440
6070,Cisitu,440
6071,Conggeang,440
6072,Darmaraja,440
6073,Ganeas,440
6074,Jatigede,440
6075,Jatinangor,440
6076,Jatinunggal,440
6077,Pamulihan,440
6078,Paseh,440
6079,Rancakalong,440
6080,Situraja,440
6081,Sukasari,440
6082,Sumedang Selatan,440
6083,Sumedang Utara,440
6084,Surian,440
6085,Tanjungkerta,440
6086,Tanjungmedar,440
6087,Tanjungsari,440
6088,Tomo,440
6089,Ujungjaya,440
6090,Wado,440
6436,Bantarkalong,468
6437,Bojongasih,468
6438,Bojonggambir,468
6439,Ciawi,468
6440,Cibalong,468
6441,Cigalontang,468
6442,Cikalong,468
6443,Cikatomas,468
6444,Cineam,468
6445,Cipatujah,468
6446,Cisayong,468
6447,Culamega,468
6448,Gunung Tanjung,468
6449,Jamanis,468
6450,Jatiwaras,468
6451,Kadipaten,468
6452,Karang Jaya,468
6453,Karangnunggal,468
6454,Leuwisari,468
6455,Mangunreja,468
6456,Manonjaya,468
6457,Padakembang,468
6458,Pagerageung,468
6459,Pancatengah,468
6460,Parungponteng,468
6461,Puspahiang,468
6462,Rajapolah,468
6463,Salawu,468
6464,Salopa,468
6465,Sariwangi,468
6466,Singaparna,468
6467,Sodonghilir,468
6468,Sukahening,468
6469,Sukaraja,468
6470,Sukarame,468
6471,Sukaratu,468
6472,Sukaresik,468
6473,Tanjungjaya,468
6474,Taraju,468
6475,Bungursari,469
6476,Cibeureum,469
6477,Cihideung,469
6478,Cipedes,469
6479,Indihiang,469
6480,Kawalu,469
6481,Mangkubumi,469
6482,Purbaratu,469
6483,Tamansari,469
6484,Tawang,469
509,Banjarmangu,37
510,Banjarnegara,37
511,Batur,37
512,Bawang,37
513,Kalibening,37
514,Karangkobar,37
515,Madukara,37
516,Mandiraja,37
517,Pagedongan,37
518,Pagentan,37
519,Pandanarum,37
520,Pejawaran,37
521,Punggelan,37
522,Purwonegoro,37
523,Purworejo Klampok,37
524,Rakit,37
525,Sigaluh,37
526,Susukan,37
527,Wanadadi (Wonodadi),37
528,Wanayasa,37
573,Ajibarang,41
574,Banyumas,41
575,Baturaden,41
576,Cilongok,41
577,Gumelar,41
578,Jatilawang,41
579,Kalibagor,41
580,Karanglewas,41
581,Kebasen,41
582,Kedung Banteng,41
583,Kembaran,41
584,Kemranjen,41
585,Lumbir,41
586,Patikraja,41
587,Pekuncen,41
588,Purwojati,41
589,Purwokerto Barat,41
590,Purwokerto Selatan,41
591,Purwokerto Timur,41
592,Purwokerto Utara,41
593,Rawalo,41
594,Sokaraja,41
595,Somagede,41
596,Sumbang,41
597,Sumpiuh,41
598,Tambak,41
599,Wangon,41
685,Bandar,49
686,Banyuputih,49
687,Batang,49
688,Bawang,49
689,Blado,49
690,Gringsing,49
691,Kandeman,49
692,Limpung,49
693,Pecalungan,49
694,Reban,49
695,Subah,49
696,Tersono,49
697,Tulis,49
698,Warungasem,49
699,Wonotunggal,49
999,Banjarejo,76
1000,Blora kota,76
1001,Bogorejo,76
1002,Cepu,76
1003,Japah,76
1004,Jati,76
1005,Jepon,76
1006,Jiken,76
1007,Kedungtuban,76
1008,Kradenan,76
1009,Kunduran,76
1010,Ngawen,76
1011,Randublatung,76
1012,Sambong,76
1013,Todanan,76
1014,Tunjungan,76
1240,Ampel,91
1241,Andong,91
1242,Banyudono,91
1243,Boyolali,91
1244,Cepogo,91
1245,Juwangi,91
1246,Karanggede,91
1247,Kemusu,91
1248,Klego,91
1249,Mojosongo,91
1250,Musuk,91
1251,Ngemplak,91
1252,Nogosari,91
1253,Sambi,91
1254,Sawit,91
1255,Selo,91
1256,Simo,91
1257,Teras,91
1258,Wonosegoro,91
1259,Banjarharjo,92
1260,Bantarkawung,92
1261,Brebes,92
1262,Bulakamba,92
1263,Bumiayu,92
1264,Jatibarang,92
1265,Kersana,92
1266,Ketanggungan,92
1267,Larangan,92
1268,Losari,92
1269,Paguyangan,92
1270,Salem,92
1271,Sirampog,92
1272,Songgom,92
1273,Tanjung,92
1274,Tonjong,92
1275,Wanasari,92
1437,Adipala,105
1438,Bantarsari,105
1439,Binangun,105
1440,Cilacap Selatan,105
1441,Cilacap Tengah,105
1442,Cilacap Utara,105
1443,Cimanggu,105
1444,Cipari,105
1445,Dayeuhluhur,105
1446,Gandrungmangu,105
1447,Jeruklegi,105
1448,Kampung Laut,105
1449,Karangpucung,105
1450,Kawunganten,105
1451,Kedungreja,105
1452,Kesugihan,105
1453,Kroya,105
1454,Majenang,105
1455,Maos,105
1456,Nusawungu,105
1457,Patimuan,105
1458,Sampang,105
1459,Sidareja,105
1460,Wanareja,105
1559,Bonang,113
1560,Demak,113
1561,Dempet,113
1562,Gajah,113
1563,Guntur,113
1564,Karang Tengah,113
1565,Karanganyar,113
1566,Karangawen,113
1567,Kebonagung,113
1568,Mijen,113
1569,Mranggen,113
1570,Sayung,113
1571,Wedung,113
1572,Wonosalam,113
1846,Brati,134
1847,Gabus,134
1848,Geyer,134
1849,Godong,134
1850,Grobogan,134
1851,Gubug,134
1852,Karangrayung,134
1853,Kedungjati,134
1854,Klambu,134
1855,Kradenan,134
1856,Ngaringan,134
1857,Penawangan,134
1858,Pulokulon,134
1859,Purwodadi,134
1860,Tanggungharjo,134
1861,Tawangharjo,134
1862,Tegowanu,134
1863,Toroh,134
1864,Wirosari,134
2248,Bangsri,163
2249,Batealit,163
2250,Donorojo,163
2251,Jepara,163
2252,Kalinyamatan,163
2253,Karimunjawa,163
2254,Kedung,163
2255,Keling,163
2256,Kembang,163
2257,Mayong,163
2258,Mlonggo,163
2259,Nalumsari,163
2260,Pakis Aji,163
2261,Pecangaan,163
2262,Tahunan,163
2263,Welahan,163
2353,Colomadu,169
2354,Gondangrejo,169
2355,Jaten,169
2356,Jatipuro,169
2357,Jatiyoso,169
2358,Jenawi,169
2359,Jumantono,169
2360,Jumapolo,169
2361,Karanganyar,169
2362,Karangpandan,169
2363,Kebakkramat,169
2364,Kerjo,169
2365,Matesih,169
2366,Mojogedang,169
2367,Ngargoyoso,169
2368,Tasikmadu,169
2369,Tawangmangu,169
2471,Adimulyo,177
2472,Alian/Aliyan,177
2473,Ambal,177
2474,Ayah,177
2475,Bonorowo,177
2476,Buayan,177
2477,Buluspesantren,177
2478,Gombong,177
2479,Karanganyar,177
2480,Karanggayam,177
2481,Karangsambung,177
2482,Kebumen,177
2483,Klirong,177
2484,Kutowinangun,177
2485,Kuwarasan,177
2486,Mirit,177
2487,Padureso,177
2488,Pejagoan,177
2489,Petanahan,177
2490,Poncowarno,177
2491,Prembun,177
2492,Puring,177
2493,Rowokele,177
2494,Sadang,177
2495,Sempor,177
2496,Sruweng,177
2533,Boja,181
2534,Brangsong,181
2535,Cepiring,181
2536,Gemuh,181
2537,Kaliwungu,181
2538,Kaliwungu Selatan,181
2539,Kangkung,181
2540,Kendal,181
2541,Limbangan,181
2542,Ngampel,181
2543,Pagerruyung,181
2544,Patean,181
2545,Patebon,181
2546,Pegandon,181
2547,Plantungan,181
2548,Ringinarum,181
2549,Rowosari,181
2550,Singorojo,181
2551,Sukorejo,181
2552,Weleri,181
2722,Bayat,196
2723,Cawas,196
2724,Ceper,196
2725,Delanggu,196
2726,Gantiwarno,196
2727,Jatinom,196
2728,Jogonalan,196
2729,Juwiring,196
2730,Kalikotes,196
2731,Karanganom,196
2732,Karangdowo,196
2733,Karangnongko,196
2734,Kebonarum,196
2735,Kemalang,196
2736,Klaten Selatan,196
2737,Klaten Tengah,196
2738,Klaten Utara,196
2739,Manisrenggo,196
2740,Ngawen,196
2741,Pedan,196
2742,Polanharjo,196
2743,Prambanan,196
2744,Trucuk,196
2745,Tulung,196
2746,Wedi,196
2747,Wonosari,196
2921,Bae,209
2922,Dawe,209
2923,Gebog,209
2924,Jati,209
2925,Jekulo,209
2926,Kaliwungu,209
2927,Kudus Kota,209
2928,Mejobo,209
2929,Undaan,209
3511,Bandongan,249
3512,Borobudur,249
3513,Candimulyo,249
3514,Dukun,249
3515,Grabag,249
3516,Kajoran,249
3517,Kaliangkrik,249
3518,Mertoyudan,249
3519,Mungkid,249
3520,Muntilan,249
3521,Ngablak,249
3522,Ngluwar,249
3523,Pakis,249
3524,Salam,249
3525,Salaman,249
3526,Sawangan,249
3527,Secang,249
3528,Srumbung,249
3529,Tegalrejo,249
3530,Tempuran,249
3531,Windusari,249
3532,Magelang Selatan,250
3533,Magelang Tengah,250
3534,Magelang Utara,250
4821,Batangan,344
4822,Cluwak,344
4823,Dukuhseti,344
4824,Gabus,344
4825,Gembong,344
4826,Gunungwungkal,344
4827,Jaken,344
4828,Jakenan,344
4829,Juwana,344
4830,Kayen,344
4831,Margorejo,344
4832,Margoyoso,344
4833,Pati,344
4834,Pucakwangi,344
4835,Sukolilo,344
4836,Tambakromo,344
4837,Tayu,344
4838,Tlogowungu,344
4839,Trangkil,344
4840,Wedarijaksa,344
4841,Winong,344
4891,Bojong,348
4892,Buaran,348
4893,Doro,348
4894,Kajen,348
4895,Kandangserang,348
4896,Karanganyar,348
4897,Karangdadap,348
4898,Kedungwuni,348
4899,Kesesi,348
4900,Lebakbarang,348
4901,Paninggaran,348
4902,Petungkriono/Petungkriyono,348
4903,Siwalan,348
4904,Sragi,348
4905,Talun,348
4906,Tirto,348
4907,Wiradesa,348
4908,Wonokerto,348
4909,Wonopringgo,348
4910,Pekalongan Barat,349
4911,Pekalongan Selatan,349
4912,Pekalongan Timur,349
4913,Pekalongan Utara,349
4938,Ampelgading,352
4939,Bantarbolang,352
4940,Belik,352
4941,Bodeh,352
4942,Comal,352
4943,Moga,352
4944,Pemalang,352
4945,Petarukan,352
4946,Pulosari,352
4947,Randudongkal,352
4948,Taman,352
4949,Ulujami,352
4950,Warungpring,352
4951,Watukumpul,352
5199,Bobotsari,375
5200,Bojongsari,375
5201,Bukateja,375
5202,Kaligondang,375
5203,Kalimanah,375
5204,Karanganyar,375
5205,Karangjambu,375
5206,Karangmoncol,375
5207,Karangreja,375
5208,Kejobong,375
5209,Kemangkon,375
5210,Kertanegara,375
5211,Kutasari,375
5212,Mrebet,375
5213,Padamara,375
5214,Pengadegan,375
5215,Purbalingga,375
5216,Rembang,375
5234,Bagelen,377
5235,Banyuurip,377
5236,Bayan,377
5237,Bener,377
5238,Bruno,377
5239,Butuh,377
5240,Gebang,377
5241,Grabag,377
5242,Kaligesing,377
5243,Kemiri,377
5244,Kutoarjo,377
5245,Loano,377
5246,Ngombol,377
5247,Pituruh,377
5248,Purwodadi,377
5249,Purworejo,377
5289,Bulu,380
5290,Gunem,380
5291,Kaliori,380
5292,Kragan,380
5293,Lasem,380
5294,Pamotan,380
5295,Pancur,380
5296,Rembang,380
5297,Sale,380
5298,Sarang,380
5299,Sedan,380
5300,Sluke,380
5301,Sulang,380
5302,Sumber,380
5352,Argomulyo,386
5353,Sidomukti,386
5354,Sidorejo,386
5355,Tingkir,386
5479,Ambarawa,398
5480,Bancak,398
5481,Bandungan,398
5482,Banyubiru,398
5483,Bawen,398
5484,Bergas,398
5485,Bringin,398
5486,Getasan,398
5487,Jambu,398
5488,Kaliwungu,398
5489,Pabelan,398
5490,Pringapus,398
5491,Sumowono,398
5492,Suruh,398
5493,Susukan,398
5494,Tengaran,398
5495,Tuntang,398
5496,Ungaran Barat,398
5497,Ungaran Timur,398
5498,Banyumanik,399
5499,Candisari,399
5500,Gajah Mungkur,399
5501,Gayamsari,399
5502,Genuk,399
5503,Gunungpati,399
5504,Mijen,399
5505,Ngaliyan,399
5506,Pedurungan,399
5507,Semarang Barat,399
5508,Semarang Selatan,399
5509,Semarang Tengah,399
5510,Semarang Timur,399
5511,Semarang Utara,399
5512,Tembalang,399
5513,Tugu,399
5863,Gemolong,427
5864,Gesi,427
5865,Gondang,427
5866,Jenar,427
5867,Kalijambe,427
5868,Karangmalang,427
5869,Kedawung,427
5870,Masaran,427
5871,Miri,427
5872,Mondokan,427
5873,Ngrampal,427
5874,Plupuh,427
5875,Sambirejo,427
5876,Sambung Macan,427
5877,Sidoharjo,427
5878,Sragen,427
5879,Sukodono,427
5880,Sumberlawang,427
5881,Tangen,427
5882,Tanon,427
5977,Baki,433
5978,Bendosari,433
5979,Bulu,433
5980,Gatak,433
5981,Grogol,433
5982,Kartasura,433
5983,Mojolaban,433
5984,Nguter,433
5985,Polokarto,433
5986,Sukoharjo,433
5987,Tawangsari,433
5988,Weru,433
6162,Banjarsari,445
6163,Jebres,445
6164,Laweyan,445
6165,Pasar Kliwon,445
6166,Serengan,445
6502,Adiwerna,472
6503,Balapulang,472
6504,Bojong,472
6505,Bumijawa,472
6506,Dukuhturi,472
6507,Dukuhwaru,472
6508,Jatinegara,472
6509,Kedung Banteng,472
6510,Kramat,472
6511,Lebaksiu,472
6512,Margasari,472
6513,Pagerbarang,472
6514,Pangkah,472
6515,Slawi,472
6516,Surodadi,472
6517,Talang,472
6518,Tarub,472
6519,Warurejo,472
6520,Margadana,473
6521,Tegal Barat,473
6522,Tegal Selatan,473
6523,Tegal Timur,473
6561,Bansari,476
6562,Bejen,476
6563,Bulu,476
6564,Candiroto,476
6565,Gemawang,476
6566,Jumo,476
6567,Kaloran,476
6568,Kandangan,476
6569,Kedu,476
6570,Kledung,476
6571,Kranggan,476
6572,Ngadirejo,476
6573,Parakan,476
6574,Pringsurat,476
6575,Selopampang,476
6576,Temanggung,476
6577,Tembarak,476
6578,Tlogomulyo,476
6579,Tretep,476
6580,Wonoboyo,476
6885,Baturetno,497
6886,Batuwarno,497
6887,Bulukerto,497
6888,Eromoko,497
6889,Girimarto,497
6890,Giritontro,497
6891,Giriwoyo,497
6892,Jatipurno,497
6893,Jatiroto,497
6894,Jatisrono,497
6895,Karangtengah,497
6896,Kismantoro,497
6897,Manyaran,497
6898,Ngadirojo,497
6899,Nguntoronadi,497
6900,Paranggupito,497
6901,Pracimantoro,497
6902,Puhpelem,497
6903,Purwantoro,497
6904,Selogiri,497
6905,Sidoharjo,497
6906,Slogohimo,497
6907,Tirtomoyo,497
6908,Wonogiri,497
6909,Wuryantoro,497
6910,Garung,498
6911,Kalibawang,498
6912,Kalikajar,498
6913,Kaliwiro,498
6914,Kejajar,498
6915,Kepil,498
6916,Kertek,498
6917,Leksono,498
6918,Mojotengah,498
6919,Sapuran,498
6920,Selomerto,498
6921,Sukoharjo,498
6922,Wadaslintang,498
6923,Watumalang,498
6924,Wonosobo,498
454,Arosbaya,31
455,Bangkalan,31
456,Blega,31
457,Burneh,31
458,Galis,31
459,Geger,31
460,Kamal,31
461,Klampis,31
462,Kokop,31
463,Konang,31
464,Kwanyar,31
465,Labang,31
466,Modung,31
467,Sepulu,31
468,Socah,31
469,Tanah Merah,31
470,Tanjungbumi,31
471,Tragah,31
600,Bangorejo,42
601,Banyuwangi,42
602,Cluring,42
603,Gambiran,42
604,Genteng,42
605,Giri,42
606,Glagah,42
607,Glenmore,42
608,Kabat,42
609,Kalibaru,42
610,Kalipuro,42
611,Licin,42
612,Muncar,42
613,Pesanggaran,42
614,Purwoharjo,42
615,Rogojampi,42
616,Sempu,42
617,Siliragung,42
618,Singojuruh,42
619,Songgon,42
620,Srono,42
621,Tegaldlimo,42
622,Tegalsari,42
623,Wongsorejo,42
708,Batu,51
709,Bumiaji,51
710,Junrejo,51
974,Bakung,74
975,Binangun,74
976,Doko,74
977,Gandusari,74
978,Garum,74
979,Kademangan,74
980,Kanigoro,74
981,Kesamben,74
982,Nglegok,74
983,Panggungrejo,74
984,Ponggok,74
985,Sanan Kulon,74
986,Selopuro,74
987,Selorejo,74
988,Srengat,74
989,Sutojayan,74
990,Talun,74
991,Udanawu,74
992,Wates,74
993,Wlingi,74
994,Wonodadi,74
995,Wonotirto,74
996,Kepanjen Kidul,75
997,Sanan Wetan,75
998,Sukorejo,75
1068,Balen,80
1069,Baureno,80
1070,Bojonegoro,80
1071,Bubulan,80
1072,Dander,80
1073,Gayam,80
1074,Gondang,80
1075,Kalitidu,80
1076,Kanor,80
1077,Kapas,80
1078,Kasiman,80
1079,Kedewan,80
1080,Kedungadem,80
1081,Kepoh Baru,80
1082,Malo,80
1083,Margomulyo,80
1084,Ngambon,80
1085,Ngasem,80
1086,Ngraho,80
1087,Padangan,80
1088,Purwosari,80
1089,Sekar,80
1090,Sugihwaras,80
1091,Sukosewu,80
1092,Sumberrejo,80
1093,Tambakrejo,80
1094,Temayang,80
1095,Trucuk,80
1149,Binakal,86
1150,Bondowoso,86
1151,Botolinggo,86
1152,Cermee,86
1153,Curahdami,86
1154,Grujugan,86
1155,Jambe Sari Darus Sholah,86
1156,Klabang,86
1157,Maesan,86
1158,Pakem,86
1159,Prajekan,86
1160,Pujer,86
1161,Sempol,86
1162,Sukosari,86
1163,Sumber Wringin,86
1164,Taman Krocok,86
1165,Tamanan,86
1166,Tapen,86
1167,Tegalampel,86
1168,Tenggarang,86
1169,Tlogosari,86
1170,Wonosari,86
1171,Wringin,86
1828,Balong Panggang,133
1829,Benjeng,133
1830,Bungah,133
1831,Cerme,133
1832,Driyorejo,133
1833,Duduk Sampeyan,133
1834,Dukun,133
1835,Gresik,133
1836,Kebomas,133
1837,Kedamean,133
1838,Manyar,133
1839,Menganti,133
1840,Panceng,133
1841,Sangkapura,133
1842,Sidayu,133
1843,Tambak,133
1844,Ujung Pangkah,133
1845,Wringin Anom,133
2201,Ajung,160
2202,Ambulu,160
2203,Arjasa,160
2204,Balung,160
2205,Bangsalsari,160
2206,Gumuk Mas,160
2207,Jelbuk,160
2208,Jenggawah,160
2209,Jombang,160
2210,Kalisat,160
2211,Kaliwates,160
2212,Kencong,160
2213,Ledokombo,160
2214,Mayang,160
2215,Mumbulsari,160
2216,Pakusari,160
2217,Panti,160
2218,Patrang,160
2219,Puger,160
2220,Rambipuji,160
2221,Semboro,160
2222,Silo,160
2223,Sukorambi,160
2224,Sukowono,160
2225,Sumber Baru,160
2226,Sumber Jambe,160
2227,Sumber Sari,160
2228,Tanggul,160
2229,Tempurejo,160
2230,Umbulsari,160
2231,Wuluhan,160
2264,Bandar Kedung Mulyo,164
2265,Bareng,164
2266,Diwek,164
2267,Gudo,164
2268,Jogoroto,164
2269,Jombang,164
2270,Kabuh,164
2271,Kesamben,164
2272,Kudu,164
2273,Megaluh,164
2274,Mojoagung,164
2275,Mojowarno,164
2276,Ngoro,164
2277,Ngusikan,164
2278,Perak,164
2279,Peterongan,164
2280,Plandaan,164
2281,Ploso,164
2282,Sumobito,164
2283,Tembelang,164
2284,Wonosalam,164
2497,Badas,178
2498,Banyakan,178
2499,Gampengrejo,178
2500,Grogol,178
2501,Gurah,178
2502,Kandangan,178
2503,Kandat,178
2504,Kayen Kidul,178
2505,Kepung,178
2506,Kras,178
2507,Kunjang,178
2508,Mojo,178
2509,Ngadiluwih,178
2510,Ngancar,178
2511,Ngasem,178
2512,Pagu,178
2513,Papar,178
2514,Pare,178
2515,Plemahan,178
2516,Plosoklaten,178
2517,Puncu,178
2518,Purwoasri,178
2519,Ringinrejo,178
2520,Semen,178
2521,Tarokan,178
2522,Wates,178
2523,Kediri Kota,179
2524,Mojoroto,179
2525,Pesantren,179
3113,Babat,222
3114,Bluluk,222
3115,Brondong,222
3116,Deket,222
3117,Glagah,222
3118,Kalitengah,222
3119,Karang Geneng,222
3120,Karangbinangun,222
3121,Kedungpring,222
3122,Kembangbahu,222
3123,Lamongan,222
3124,Laren,222
3125,Maduran,222
3126,Mantup,222
3127,Modo,222
3128,Ngimbang,222
3129,Paciran,222
3130,Pucuk,222
3131,Sambeng,222
3132,Sarirejo,222
3133,Sekaran,222
3134,Solokuro,222
3135,Sugio,222
3136,Sukodadi,222
3137,Sukorame,222
3138,Tikung,222
3139,Turi,222
3427,Candipuro,243
3428,Gucialit,243
3429,Jatiroto,243
3430,Kedungjajang,243
3431,Klakah,243
3432,Kunir,243
3433,Lumajang,243
3434,Padang,243
3435,Pasirian,243
3436,Pasrujambe/Pasujambe,243
3437,Pronojiwo,243
3438,Randuagung,243
3439,Ranuyoso,243
3440,Rowokangkung,243
3441,Senduro,243
3442,Sukodono,243
3443,Sumbersuko,243
3444,Tekung,243
3445,Tempeh,243
3446,Tempursari,243
3447,Yosowilangun,243
3493,Balerejo,247
3494,Dagangan,247
3495,Dolopo,247
3496,Geger,247
3497,Gemarang,247
3498,Jiwan,247
3499,Kare,247
3500,Kebonsari,247
3501,Madiun,247
3502,Mejayan,247
3503,Pilangkenceng,247
3504,Saradan,247
3505,Sawahan,247
3506,Wonoasri,247
3507,Wungu,247
3508,Kartoharjo,248
3509,Manguharjo,248
3510,Taman,248
3535,Barat,251
3536,Bendo,251
3537,Karangrejo,251
3538,Karas,251
3539,Kartoharjo (Kertoharjo),251
3540,Kawedanan,251
3541,Lembeyan,251
3542,Magetan,251
3543,Maospati,251
3544,Ngariboyo,251
3545,Nguntoronadi,251
3546,Panekan,251
3547,Parang,251
3548,Plaosan,251
3549,Poncol,251
3550,Sidorejo,251
3551,Sukomoro,251
3552,Takeran,251
3634,Blimbing,256
3635,Kedungkandang,256
3636,Klojen,256
3637,Lowokwaru,256
3638,Sukun,256
3601,Ampelgading,255
3602,Bantur,255
3603,Bululawang,255
3604,Dampit,255
3605,Dau,255
3606,Donomulyo,255
3607,Gedangan,255
3608,Gondanglegi,255
3609,Jabung,255
3610,Kalipare,255
3611,Karangploso,255
3612,Kasembon,255
3613,Kepanjen,255
3614,Kromengan,255
3615,Lawang,255
3616,Ngajung (Ngajum),255
3617,Ngantang,255
3618,Pagak,255
3619,Pagelaran,255
3620,Pakis,255
3621,Pakisaji,255
3622,Poncokusumo,255
3623,Pujon,255
3624,Singosari,255
3625,Sumbermanjing Wetan,255
3626,Sumberpucung,255
3627,Tajinan,255
3628,Tirtoyudo,255
3629,Tumpang,255
3630,Turen,255
3631,Wagir,255
3632,Wajak,255
3633,Wonosari,255
4070,Bangsal,289
4071,Dawar Blandong,289
4072,Dlanggu,289
4073,Gedeg,289
4074,Gondang,289
4075,Jatirejo,289
4076,Jetis,289
4077,Kemlagi,289
4078,Kutorejo,289
4079,Mojoanyar,289
4080,Mojosari,289
4081,Ngoro,289
4082,Pacet,289
4083,Pungging,289
4084,Puri,289
4085,Sooko,289
4086,Trawas,289
4087,Trowulan,289
4088,Magersari,290
4089,Prajurit Kulon,290
4323,Bagor,305
4324,Baron,305
4325,Berbek,305
4326,Gondang,305
4327,Jatikalen,305
4328,Kertosono,305
4329,Lengkong,305
4330,Loceret,305
4331,Nganjuk,305
4332,Ngetos,305
4333,Ngluyu,305
4334,Ngronggot,305
4335,Pace,305
4336,Patianrowo,305
4337,Prambon,305
4338,Rejoso,305
4339,Sawahan,305
4340,Sukomoro,305
4341,Tanjunganom,305
4342,Wilangan,305
4343,Bringin,306
4344,Geneng,306
4345,Gerih,306
4346,Jogorogo,306
4347,Karanganyar,306
4348,Karangjati,306
4349,Kasreman,306
4350,Kedunggalar,306
4351,Kendal,306
4352,Kwadungan,306
4353,Mantingan,306
4354,Ngawi,306
4355,Ngrambe,306
4356,Padas,306
4357,Pangkur,306
4358,Paron,306
4359,Pitu,306
4360,Sine,306
4361,Widodaren,306
4522,Arjosari,317
4523,Bandar,317
4524,Donorojo,317
4525,Kebon Agung,317
4526,Nawangan,317
4527,Ngadirojo,317
4528,Pacitan,317
4529,Pringkuku,317
4530,Punung,317
4531,Sudimoro,317
4532,Tegalombo,317
4533,Tulakan,317
4642,Batumarmar,330
4643,Galis,330
4644,Kadur,330
4645,Larangan,330
4646,Pademawu,330
4647,Pakong,330
4648,Palenga'an,330
4649,Pamekasan,330
4650,Pasean,330
4651,Pegantenan,330
4652,Proppo,330
4653,Tlanakan,330
4654,Waru,330
4793,Bangil,342
4794,Beji,342
4795,Gempol,342
4796,Gondang Wetan,342
4797,Grati,342
4798,Kejayan,342
4799,Kraton,342
4800,Lekok,342
4801,Lumbang,342
4802,Nguling,342
4803,Pandaan,342
4804,Pasrepan,342
4805,Pohjentrek,342
4806,Prigen,342
4807,Purwodadi,342
4808,Purwosari,342
4809,Puspo,342
4810,Rejoso,342
4811,Rembang,342
4812,Sukorejo,342
4813,Tosari,342
4814,Tutur,342
4815,Winongan,342
4816,Wonorejo,342
4817,Bugul Kidul,343
4818,Gadingrejo,343
4819,Panggungrejo,343
4820,Purworejo,343
5071,Babadan,363
5072,Badegan,363
5073,Balong,363
5074,Bungkal,363
5075,Jambon,363
5076,Jenangan,363
5077,Jetis,363
5078,Kauman,363
5079,Mlarak,363
5080,Ngebel,363
5081,Ngrayun,363
5082,Ponorogo,363
5083,Pudak,363
5084,Pulung,363
5085,Sambit,363
5086,Sampung,363
5087,Sawoo,363
5088,Siman,363
5089,Slahung,363
5090,Sooko,363
5091,Sukorejo,363
5141,Bantaran,369
5142,Banyu Anyar,369
5143,Besuk,369
5144,Dringu,369
5145,Gading,369
5146,Gending,369
5147,Kota Anyar,369
5148,Kraksaan,369
5149,Krejengan,369
5150,Krucil,369
5151,Kuripan,369
5152,Leces,369
5153,Lumbang,369
5154,Maron,369
5155,Paiton,369
5156,Pajarakan,369
5157,Pakuniran,369
5158,Sukapura,369
5159,Sumber,369
5160,Sumberasih,369
5161,Tegal Siwalan,369
5162,Tiris,369
5163,Tongas,369
5164,Wonomerto,369
